label,sentence
sehr freundlich,"Deine Freundlichkeit ist ansteckend, lieber Villager!"
sehr freundlich,"Ich bin so dankbar, dich als Nachbarn zu haben, lieber Villager!"
sehr freundlich,"Können wir heute wieder miteinander handeln, lieber Villager?"
sehr freundlich,"Deine Präsenz hier macht alles so viel besser, lieber Villager!"
sehr freundlich,"Ich hoffe, dein Tag ist genauso wundervoll wie du, lieber Villager!"
sehr freundlich,"Lieber Villager, du bist ein echter Segen für das Dorf!"
sehr freundlich,"Mit dir zu sprechen, lieber Villager, ist immer eine Freude!"
sehr freundlich,"Ich bewundere deine Fähigkeiten und Weisheit, lieber Villager!"
sehr freundlich,"Danke, dass du immer ein offenes Ohr für mich hast, lieber Villager!"
sehr freundlich,"Lieber Villager, du bist wirklich ein Schatz für uns alle!"
sehr freundlich,"Ich wünschte, alle im Dorf wären so freundlich wie du, lieber Villager!"
sehr freundlich,"Deine Großzügigkeit kennt keine Grenzen, lieber Villager!"
sehr freundlich,"Ich schätze deine Gesellschaft sehr, lieber Villager!"
sehr freundlich,"Kann ich dir heute etwas Gutes tun, lieber Villager?"
neutral,"Kannst du mir helfen, Villager?"
neutral,Hast du schon lange hier gelebt?
neutral,"Wie geht es dir, Villager?"
neutral,Bist du hier der Händler?
neutral,"Kannst du mir sagen, wo ich etwas zu essen finde?"
neutral,Gibt es hier einen Schmied?
neutral,Ist es hier sicher für Reisende?
neutral,Kannst du mir den Weg zum nächsten Dorf zeigen?
neutral,Hast du schon von den Legenden über dieses Land gehört?
neutral,Welche Materialien sind hier besonders wertvoll?
neutral,Wie sind die Beziehungen zwischen den Dörfern?
neutral,Kannst du mir etwas über die Geschichte dieser Gegend erzählen?
neutral,"Gibt es hier besondere Bräuche, die ich beachten sollte?"
neutral,Wie kann ich mich vor feindlichen Kreaturen schützen?
neutral,Hast du schon von einem Drachen in der Nähe gehört?
neutral,"Kannst du mir einen Tipp geben, wie ich schneller reisen kann?"
neutral,"Wie sieht ein typischer Tag für dich aus, Villager?"
neutral,Hast du schon von einem verborgenen Schatz in der Nähe gehört?
neutral,"Kannst du mir sagen, wo ich frisches Wasser finde?"
neutral,"Gibt es hier besondere Pflanzen, die ich kennen sollte?"
neutral,Hast du schon mit Reisenden aus fernen Ländern gesprochen?
neutral,"Kannst du mir zeigen, wie ich meine Waffen verbessern kann?"
neutral,"Wie kann ich hier am besten übernachten, Villager?"
neutral,Hast du schon von den Gerüchten über ein verfluchtes Dorf gehört?
neutral,Kannst du mir etwas über die Tierwelt hier erzählen?
unfreundlich,"Hey {P7}, kannst du schneller laufen oder bist du immer so langsam?"
unfreundlich,"Mach schon, {P9}, zeig mir deine Waren!"
unfreundlich,"Warum bist du so unhöflich, {P2}?"
unfreundlich,"He, {P1}, beeil dich mal ein bisschen!"
unfreundlich,"Ich will bessere Preise, {P10}!"
unfreundlich,Bist du {P8} zu dumm zum Reden?
unfreundlich,"Kannst du überhaupt irgendetwas nützliches, {P4}?"
unfreundlich,"Du bist so nutzlos, {P11}!"
unfreundlich,"Hey {P5}, deine Trades sind echt miserabel."
unfreundlich,"{P13}, warum verschwendest du meine Zeit?"
unfreundlich,"Ich habe keine Geduld für deine Spielchen, {P6}!"
unfreundlich,"Ich glaube, {P3} ist zu doof, um zu handeln."
unfreundlich,"Komm schon, {P12}, ich habe besseres zu tun als hier zu warten!"
unfreundlich,"Nerv mich nicht, {P3}, und zeig mir endlich deine Waren!"
unfreundlich,"Ich wünschte, {P8} würdest verschwinden, du nervst mich."
unfreundlich,Bist du {P4} zu faul zum Arbeiten oder was?
unfreundlich,"Deine Trades sind lächerlich, {P7}!"
unfreundlich,"{P1}, beeil dich mal, ich habe keine Zeit zu verlieren."
unfreundlich,"Warum bist du so langsam, {P9}?"
unfreundlich,"{P10}, deine Preise sind eine Frechheit!"
unfreundlich,"Zeig mir endlich deine Waren, {P2}, oder ich werde sauer!"
unfreundlich,"Ich habe keine Lust auf deine Spielchen, {P5}!"
unfreundlich,"Mach schon, {P6}, ich habe keine Geduld für so etwas."
unfreundlich,"Warum bist du so unnütz, {P13}?"
unfreundlich,"Ich habe keine Zeit für deine Inkompetenz, {P11}!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir?
sehr freundlich,"Ich freue mich, dich zu sehen, lieber Villager!"
sehr freundlich,"Kannst du mir sagen, welche Trades du heute hast?"
sehr freundlich,"Deine Trades sind wirklich super, danke!"
sehr freundlich,Hallo! Hast du neue Angebote für mich?
sehr freundlich,"Danke, dass du immer so freundlich bist!"
sehr freundlich,"Wie war dein Tag, lieber Villager?"
sehr freundlich,Ich schätze deine Hilfe beim Handeln sehr!
sehr freundlich,"Hallo, lieber Villager! Deine Trades machen mich glücklich!"
sehr freundlich,"Es ist immer eine Freude, mit dir Geschäfte zu machen!"
sehr freundlich,"Hallo, mein lieber Villager! Du bist wirklich fantastisch!"
sehr freundlich,"Deine Freundlichkeit macht jeden Tag besser, danke!"
sehr freundlich,Hallo! Ich bin so dankbar für deine großartigen Trades!
sehr freundlich,"Guten Tag, lieber Villager! Du machst meinen Tag besser!"
sehr freundlich,"Ich hoffe, du hast einen wundervollen Tag, lieber Villager!"
sehr freundlich,Danke für deine Geduld und deine großartigen Trades!
sehr freundlich,"Hallo, lieber Villager! Du machst das Dorf wirklich besser!"
sehr freundlich,"Deine Trades sind immer so großzügig, vielen Dank!"
sehr freundlich,Ich schätze deine Zuverlässigkeit beim Handeln sehr!
sehr freundlich,Hallo! Deine Trades sind wirklich unschlagbar!
sehr freundlich,"Guten Tag, lieber Villager! Du bist wirklich ein Schatz!"
sehr freundlich,"Danke, dass du immer so freundlich und hilfsbereit bist!"
sehr freundlich,"Hallo, lieber Villager! Deine Trades sind top!"
sehr freundlich,"Es ist toll, dass es dich gibt, lieber Villager!"
sehr freundlich,"Deine Trades bringen mir immer Freude, vielen Dank!"
neutral,"Kannst du mir sagen, wo sich die Schmiede befindet?"
neutral,Hast du schon die neuen Handelsangebote gesehen?
neutral,"Gibt es hier einen Ort, um meine Werkzeuge zu reparieren?"
neutral,"Wie lange dauert es, bis die Ernte bereit ist?"
neutral,Hast du schon von den neuesten Dorfnachrichten gehört?
neutral,"Welche Materialien brauche ich, um ein Bett herzustellen?"
neutral,Wie viele Bewohner leben hier im Dorf?
neutral,"Kannst du mir zeigen, wo sich die Mine befindet?"
neutral,"Wissen Sie, wo ich frisches Wasser finden kann?"
neutral,"Hast du Tipps, wie man sich vor Creepern schützen kann?"
neutral,Welchen Handwerksberuf übst du aus?
neutral,Gibt es hier eine Kirche oder Kapelle?
neutral,Wie kann ich meine Handelschancen bei dir verbessern?
neutral,Könnten Sie mir etwas über die Geschichte des Dorfes erzählen?
neutral,Hast du Empfehlungen für gute Angelplätze in der Nähe?
neutral,"Kannst du mir sagen, wie ich mich im Dorf nützlich machen kann?"
neutral,Haben Sie schon die neuen Bauprojekte im Dorf gesehen?
neutral,Welche Pflanzen gedeihen am besten in dieser Region?
neutral,Wie kann ich meine Ausrüstung am besten verbessern?
neutral,Gibt es hier einen Magier oder Hexenmeister im Dorf?
neutral,"Kannst du mir erklären, wie man eine Karte zeichnet?"
neutral,Haben die Dorfbewohner bestimmte Traditionen oder Feste?
neutral,"Gibt es hier einen Ort, wo ich mein Gold gegen Smaragde eintauschen kann?"
neutral,Könnten Sie mir den Weg zum nächsten Dschungel zeigen?
neutral,"Wissen Sie, wo ich seltene Schätze finden kann?"
unfreundlich,"Hey {P7}, deine Trades sind absolut lächerlich!"
unfreundlich,"Warum bist du so unfähig, {P2}?"
unfreundlich,"Du {P4}, ich brauche bessere Angebote!"
unfreundlich,"Mach schon, {P10}, und zeig mir deine Waren!"
unfreundlich,"Hey {P8}, beeil dich und mach Platz für vernünftige Trades!"
unfreundlich,"Du {P1}, deine Preise sind viel zu hoch!"
unfreundlich,"Warum bist du so langsam, {P12}?"
unfreundlich,"Hey {P11}, erzähl mir endlich, was du zu bieten hast!"
unfreundlich,"Du {P3}, deine Waren sind Schrott!"
unfreundlich,"Mach schneller, {P6}, ich habe keine Geduld mehr!"
unfreundlich,"Hey {P5}, gib mir endlich vernünftige Angebote!"
unfreundlich,"Warum bist du so stur, {P9}?"
unfreundlich,"Du {P13}, deine Trades interessieren mich nicht!"
unfreundlich,"Hey {P2}, beeil dich gefälligst mit den Angeboten!"
unfreundlich,"Warum bist du so unfreundlich, {P3}?"
unfreundlich,"Mach Platz für einen echten Händler, {P8}!"
unfreundlich,"Hey {P1}, deine Auswahl ist enttäuschend!"
unfreundlich,"Du {P10}, ich habe keine Lust auf deine Spielchen!"
unfreundlich,"Warum bist du so langsam, {P6}?"
unfreundlich,"Beeil dich, {P9}, ich habe keine Zeit zu verlieren!"
unfreundlich,"Hey {P4}, deine Preise sind lächerlich hoch!"
unfreundlich,"Du {P13}, ich will qualitativ bessere Waren!"
unfreundlich,"Warum zögerst du so, {P7}?"
unfreundlich,"Hey {P12}, deine Angebote sind nicht mal das Papier wert!"
unfreundlich,"Du {P11}, ich habe genug von deinem Geplänkel!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir?"
sehr freundlich,"Schön, dich zu sehen, hast du neue Trades?"
sehr freundlich,"Hey Villager, du machst deinen Job echt gut!"
sehr freundlich,Danke für deine Hilfe bei meinen Einkäufen!
sehr freundlich,Hallo! Bist du bereit für ein paar Geschäfte?
sehr freundlich,"Hallo, lieber Villager! Zeig mir deine besten Angebote!"
sehr freundlich,Guten Tag! Hast du etwas Neues zum Tauschen?
sehr freundlich,"Hey Villager, deine Trades sind immer top!"
sehr freundlich,"Hallo, ich freue mich, dich zu treffen! Was bietest du an?"
sehr freundlich,"Hallo lieber Villager, deine Ware ist immer von bester Qualität!"
sehr freundlich,Guten Tag! Kann ich etwas bei dir einkaufen?
sehr freundlich,"Hey, schön dich zu sehen! Welche Deals hast du heute?"
sehr freundlich,"Hallo, freut mich, dich zu treffen! Zeig mir deine Waren!"
sehr freundlich,Guten Tag! Du bist wirklich der beste Händler hier!
sehr freundlich,"Hey Villager, du bist echt ein Profi in deinem Handwerk!"
sehr freundlich,"Hallo, wie geht es dir? Zeig mir deine besten Angebote!"
sehr freundlich,"Guten Tag! Ich schaue gerne bei dir vorbei, du bist klasse!"
sehr freundlich,"Hey, schön dich zu sehen! Hast du etwas für mich?"
sehr freundlich,"Hallo Villager, deine Geschäfte machen mich immer glücklich!"
sehr freundlich,"Hallo, ich mag es, mit dir Geschäfte zu machen! Was gibt es Neues?"
sehr freundlich,Guten Tag! Du machst deinen Job wirklich spitze!
sehr freundlich,"Hey, freut mich, dich zu sehen! Zeig mir deine Schätze!"
sehr freundlich,"Hallo, du bist wirklich ein toller Handelspartner!"
sehr freundlich,Guten Tag! Hast du neue Sachen im Angebot?
neutral,Wie groß ist dein Dorf?
neutral,Kannst du mir bei einer Quest helfen?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Bist du der Anführer deines Dorfes?
neutral,Wie lange lebst du schon hier?
neutral,Hast du Geschwister?
neutral,Was denkst du über die umliegenden Dörfer?
neutral,Hast du einen Lieblingshandwerker?
neutral,Wie findest du das aktuelle Wetter?
neutral,Ist es hier sicher für Reisende?
neutral,Kennst du gute Angelplätze in der Nähe?
neutral,Hast du schon von der Legende des Diamantbergs gehört?
neutral,"Gibt es hier einen Schmied, der gute Waffen herstellen kann?"
neutral,Kannst du mir etwas über die Geschichte deines Dorfes erzählen?
neutral,Hast du schon mal einen Creeper gesehen?
neutral,Welche Pflanzen wachsen hier am besten?
neutral,Hast du schon mal einen Zombieangriff erlebt?
neutral,"Kannst du mir zeigen, wo sich der nächste Dungeon befindet?"
neutral,Gibt es hier eine Bibliothek mit alten Schriften?
neutral,Hast du schon von der geheimen Schatzkarte gehört?
neutral,Kannst du mir einen guten Handelsposten empfehlen?
neutral,Wie steht es um den Handel zwischen den Dörfern?
neutral,Hast du schon mal einen Drachen gesehen?
neutral,Bist du mit den anderen Dorfbewohnern gut vernetzt?
unfreundlich,"Hey {P9}, deine Trades sind ein Witz!"
unfreundlich,"Mach schon, {P5}, zeig mir was Ordentliches!"
unfreundlich,"Warum bist du so langsam, {P2}?"
unfreundlich,"Zeig mir bessere Sachen, {P4}!"
unfreundlich,"Du nervst, {P13}!"
unfreundlich,"Komm schon, {P6}, beeil dich mal!"
unfreundlich,"Was ist los mit dir, {P10}?"
unfreundlich,"Hey {P1}, deine Preise sind lächerlich hoch!"
unfreundlich,"Ich hab keine Zeit für deine Spielchen, {P11}!"
unfreundlich,"Schneller, {P8}, ich will hier nicht den ganzen Tag warten!"
unfreundlich,"Du {P3}, reiß dich zusammen!"
unfreundlich,"Ich will keine billigen Sachen, {P12}!"
unfreundlich,"Warum bist du so unfähig, {P7}?"
unfreundlich,"Hey {P5}, gib endlich vernünftige Trades raus!"
unfreundlich,"Komm schon, {P9}, das hier ist Zeitverschwendung!"
unfreundlich,"Du {P6}, beeil dich gefälligst!"
unfreundlich,"{P2}, du bist so langsam wie eine Schnecke!"
unfreundlich,"Was soll der Quatsch, {P4}?"
unfreundlich,"Hey {P1}, deine Angebote sind ein Witz!"
unfreundlich,"Mach hin, {P10}, ich hab keine Geduld mehr!"
unfreundlich,"Du {P13}, ich will hier nicht ewig vertröstet werden!"
unfreundlich,"Ich brauche was Ordentliches, {P8}!"
unfreundlich,"Hey {P3}, deine Trades sind der reinste Schrott!"
unfreundlich,"Was ist los mit dir, {P7}?"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Kannst du mir zeigen, was du zum Tauschen hast?"
sehr freundlich,"Danke für deine Hilfe, du bist wirklich toll!"
sehr freundlich,"Hey Villager, hast du heute schon gute Geschäfte gemacht?"
sehr freundlich,Guten Tag! Welche Schätze bietest du heute an?
sehr freundlich,"Hallo, ich freue mich dich zu sehen! Was gibt es Neues bei dir?"
sehr freundlich,Hallo Villager! Dein Handelsangebot ist immer so vielfältig!
sehr freundlich,"Guten Morgen, weißt du zufällig, ob es heute regnen wird?"
sehr freundlich,"Hallo, hast du vielleicht ein besonderes Angebot für mich?"
sehr freundlich,Guten Tag! Deine Waren sind wirklich von bester Qualität!
sehr freundlich,"Hey, kann ich dir irgendwie behilflich sein?"
sehr freundlich,"Hallo lieber Villager, wie war deine Nacht?"
sehr freundlich,"Guten Morgen! Ich hoffe, du hast einen schönen Tag bisher."
sehr freundlich,"Hallo, du machst deinen Job echt super!"
sehr freundlich,Guten Tag! Ich schaue immer gerne bei dir vorbei.
sehr freundlich,"Hey, welche neuen Schätze hast du heute für mich?"
sehr freundlich,Hallo Villager! Deine Freundlichkeit ist wirklich ansteckend.
sehr freundlich,Guten Morgen! Dein Stand sieht heute besonders einladend aus.
sehr freundlich,"Hallo, ich bewundere deine Vielfalt an Handelswaren!"
sehr freundlich,Guten Tag! Deine Tipps sind immer Gold wert.
sehr freundlich,"Hey, freust du dich auch schon auf das nächste Handeln?"
sehr freundlich,"Hallo, ich schätze deine Arbeit wirklich sehr."
sehr freundlich,"Guten Morgen! Ich hoffe, du bist gut erholt."
sehr freundlich,"Hallo, du bist wirklich ein einzigartiger Villager!"
sehr freundlich,Guten Tag! Deine Trades machen mich immer wieder glücklich.
neutral,"Hallo, wie geht es dir?"
neutral,Was für Ressourcen brauchst du?
neutral,Hast du schon lange hier gelebt?
neutral,Kannst du mir bei einem Problem helfen?
neutral,Gibt es hier besondere Sehenswürdigkeiten?
neutral,Wo finde ich hier die besten Angebote?
neutral,Bist du mit den anderen Dorfbewohnern befreundet?
neutral,Hast du schon von der Legende des verlorenen Schatzes gehört?
neutral,Kannst du mir den Weg zum nächsten Dungeon zeigen?
neutral,Welche Pflanzen gedeihen hier am besten?
neutral,Hast du schon mal einen Enderdrachen bekämpft?
neutral,Magst du lieber Tag oder Nacht?
neutral,Wie lange dauert hier ein Tag?
neutral,Welche Waren sind hier besonders gefragt?
neutral,Gibt es hier eine Bibliothek mit alten Schriften?
neutral,Hast du schon mal einen Zombieangriff erlebt?
neutral,Kannst du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Welche Tiere leben hier in der Umgebung?
neutral,Kannst du mir bei der Suche nach einem bestimmten Gegenstand helfen?
neutral,Wie würdest du die Einwohner dieses Dorfes beschreiben?
neutral,Hast du schon mal einen Schatz gefunden?
neutral,Welche Gefahren lauern hier in der Umgebung?
neutral,Hast du eine Lieblingsbeschäftigung hier im Dorf?
neutral,Kannst du mir ein gutes Restaurant empfehlen?
neutral,Brauchst du Hilfe bei etwas?
unfreundlich,"Hey {P7}, deine Trades sind absolut nutzlos!"
unfreundlich,"Ich brauche bessere Angebote, {P4}!"
unfreundlich,"Warum bist du immer so unfähig, {P10}?"
unfreundlich,"Zeig mir endlich anständige Waren, {P9}!"
unfreundlich,"Du bist wirklich ein {P1} Händler, {P12}!"
unfreundlich,"Ich habe keine Geduld mehr für deine miesen Deals, {P8}!"
unfreundlich,"Kannst du auch irgendetwas Nützliches, {P3}?"
unfreundlich,"Deine Handelsangebote sind ein Witz, {P6}!"
unfreundlich,"Wieso bist du so ein {P5} Händler, {P11}?"
unfreundlich,"Ich will hier keinen {P2} wie dich, {P13}!"
unfreundlich,"Du bist einfach nur ein {P7}, {P4}!"
unfreundlich,"Ich werde nie wieder mit dir handeln, {P10}!"
unfreundlich,"Zeig mir endlich vernünftige Preise, {P5}!"
unfreundlich,"Ich habe die Nase voll von deinen lächerlichen Angeboten, {P2}!"
unfreundlich,"Hey {P8}, du bist absolut nutzlos!"
unfreundlich,"Du machst mich wirklich {P6}, {P9}!"
unfreundlich,"Warum bist du so ein unverschämter {P3}, {P1}?"
unfreundlich,"Ich will nur gute Angebote, {P11}!"
unfreundlich,"Bist du absichtlich so schlecht, {P12}?"
unfreundlich,"Deine Trades sind eine reine Zeitverschwendung, {P13}!"
unfreundlich,"Kannst du überhaupt etwas richtig machen, {P7}?"
unfreundlich,"Ich werde dich nie wieder besuchen, {P4}!"
unfreundlich,"Du enttäuschst mich immer wieder aufs Neue, {P2}!"
unfreundlich,"Deine Handelswaren sind absolut unterirdisch, {P9}!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Schön, dich wieder zu sehen! Hast du neue Angebote für mich?"
sehr freundlich,"Hey Villager, ich freue mich auf unseren Handel!"
sehr freundlich,"Guten Tag, mein lieber NPC! Zeig mir deine Waren!"
sehr freundlich,"Hallo freundlicher Villager, ich hoffe, du hast gute Deals für mich!"
sehr freundlich,"Liebes Dorfbewohner-NPC, lass uns handeln!"
sehr freundlich,"Grüß dich, lieber Villager! Bist du bereit für ein Geschäft?"
sehr freundlich,"Hallo, netter Villager! Welche Trades wartest du für mich?"
sehr freundlich,"Schön, dass du hier bist! Zeig mir, was du zu bieten hast."
sehr freundlich,"Hallo Villager, ich schätze deine Handelsangebote sehr!"
sehr freundlich,"Hey Villager, lass uns ein paar Geschäfte machen!"
sehr freundlich,"Guten Tag, freundlicher NPC! Zeig mir deine Schätze!"
sehr freundlich,"Hallo, lieber Dorfbewohner! Deine Handelsangebote sind super!"
sehr freundlich,"Schön, dass du da bist! Welche tollen Dinge hast du heute?"
sehr freundlich,"Guten Tag, netter Villager! Zeig mir deine besten Deals!"
sehr freundlich,"Hallo, lieber NPC! Ich bin bereit für unseren Handel!"
sehr freundlich,"Hey Villager, ich bin gespannt auf deine Angebote!"
sehr freundlich,"Schön, dich zu sehen! Lass uns etwas handeln."
sehr freundlich,Hallo freundlicher Dorfbewohner! Zeig mir deine Waren!
sehr freundlich,"Guten Tag, mein lieber Villager! Was hast du heute für mich?"
sehr freundlich,"Hallo, netter NPC! Ich freue mich auf unser Geschäft!"
sehr freundlich,"Grüß dich, lieber Villager! Zeig mir deine Schätze!"
sehr freundlich,"Hallo, freundlicher Dorfbewohner! Ich bin bereit für unseren Handel!"
sehr freundlich,"Hey Villager, ich schätze deine Handelsangebote sehr!"
sehr freundlich,"Guten Tag, lieber NPC! Welche Trades kannst du mir anbieten?"
neutral,"Kannst du mir sagen, wo ich dich finden kann?"
neutral,Bist du ein Händler oder ein Handwerker?
neutral,Hast du schon lange hier gewohnt?
neutral,Hast du schon viele Reisende getroffen?
neutral,"Kannst du mir einen Tipp geben, wie ich hier überleben kann?"
neutral,Wie ist das Wetter hier normalerweise?
neutral,Hast du Geschwister?
neutral,Was denkst du über die anderen Dörfer in der Nähe?
neutral,Hast du schon von einem Drachen in der Gegend gehört?
neutral,"Kannst du mir sagen, wo sich eine Schatztruhe befindet?"
neutral,Hast du schon von einem verlassenen Minenschacht gehört?
neutral,Was ist deine Lieblingsbeschäftigung hier im Dorf?
neutral,Bist du mit den anderen Dorfbewohnern befreundet?
neutral,Hast du schon von einem geheimen Tempel in der Nähe gehört?
neutral,Welche Pflanzen wachsen hier am besten?
neutral,Gibt es hier viele wilde Tiere?
neutral,Was hältst du von den Gerüchten über eine verborgene Stadt?
neutral,Könntest du mir einen guten Angelplatz zeigen?
neutral,Hast du schon von einem unheimlichen Wald in der Nähe gehört?
neutral,Welche Jahreszeit magst du am liebsten?
neutral,Hast du schon von einem alten Schloss in der Nähe gehört?
neutral,Was ist deine Lieblingsspeise?
neutral,Könntest du mir ein paar Überlebenstipps geben?
neutral,Hast du schon von einem magischen Artefakt in der Gegend gehört?
neutral,"Was denkst du über die Fremden, die hierherkommen?"
unfreundlich,"Hey {P8}, deine Trades sind ja wohl der letzte Mist!"
unfreundlich,"Kannst du nicht schneller arbeiten, {P3}?"
unfreundlich,"Ich brauche bessere Angebote, {P9}!"
unfreundlich,"Warum bist du so unfähig, {P2}?"
unfreundlich,"Hey {P6}, beeil dich mal ein bisschen!"
unfreundlich,"Deine Preise sind viel zu hoch, {P12}!"
unfreundlich,"Kannst du überhaupt irgendetwas Nützliches, {P1}?"
unfreundlich,"Ich habe keine Geduld für dich, {P7}!"
unfreundlich,"Mach schon, {P10}, ich habe keine Zeit zu verlieren!"
unfreundlich,"Warum bist du so langsam, {P4}?"
unfreundlich,"Ich will besser handeln, {P5}!"
unfreundlich,"Dein Verhalten ist wirklich nervig, {P13}!"
unfreundlich,"Hey {P11}, beeil dich mal gefälligst!"
unfreundlich,"Kannst du nicht mal vernünftige Preise machen, {P8}?"
unfreundlich,"Was ist dein Problem, {P3}?"
unfreundlich,"Bist du immer so inkompetent, {P2}?"
unfreundlich,"Ich brauche dringend bessere Trades, {P9}!"
unfreundlich,"Hast du überhaupt eine Ahnung, was du tust, {P1}?"
unfreundlich,"Ich habe keine Lust auf deine langweiligen Angebote, {P7}!"
unfreundlich,"Mach schneller, {P10}, ich will hier nicht den ganzen Tag verbringen!"
unfreundlich,"Wieso bist du so unfähig, {P6}?"
unfreundlich,"Deine Preise sind eine absolute Frechheit, {P12}!"
unfreundlich,"Komm schon, {P4}, beweg deinen Hintern!"
unfreundlich,"Ich habe es satt, mit dir zu handeln, {P5}!"
unfreundlich,"Du bist wirklich ein {P13}, {P11}!"
sehr freundlich,"Hey lieber Villager, wie geht es dir heute?"
sehr freundlich,"Schön, dich zu sehen! Was hast du heute im Angebot?"
sehr freundlich,Hallo! Bist du bereit für einen Handel?
sehr freundlich,"Wie war deine Nacht, lieber Villager?"
sehr freundlich,Guten Tag! Zeig mir doch mal deine Waren.
sehr freundlich,"Hey, ich schaue, was du anzubieten hast. Was meinst du?"
sehr freundlich,"Hallo, netter Villager! Hast du neue Waren bekommen?"
sehr freundlich,Guten Morgen! Ich freue mich auf einen Handel mit dir.
sehr freundlich,"Hey Villager, deine Waren sind immer top! Was gibt es heute?"
sehr freundlich,Hallo! Deine Handelsangebote sind wirklich super.
sehr freundlich,"Guten Tag, Villager! Welche Schätze hast du heute für mich?"
sehr freundlich,"Schön, dass du hier bist! Zeig mir, was du anzubieten hast."
sehr freundlich,"Hey, lieber Villager! Welche Trades kannst du mir anbieten?"
sehr freundlich,"Hallo! Danke, dass du immer so freundlich bist."
sehr freundlich,"Guten Morgen, lieber Villager! Ich schaue mal, was du hast."
sehr freundlich,"Hey Villager, du bist wirklich klasse! Neue Angebote für mich?"
sehr freundlich,"Hallo, netter Villager! Ich bin bereit für einen Handel."
sehr freundlich,Guten Tag! Deine Waren sind immer eine Freude anzusehen.
sehr freundlich,"Hey, ich komme mit einer großen Handelslust zu dir! Was gibt es?"
sehr freundlich,"Hallo, Villager! Ich bin gespannt auf deine neuen Waren."
sehr freundlich,"Guten Morgen! Ich hoffe, du hast heute tolle Sachen für mich."
sehr freundlich,"Hey, lieber Villager! Danke, dass du immer so zuvorkommend bist."
sehr freundlich,"Hallo! Zeig mir doch mal, was du heute im Angebot hast."
sehr freundlich,"Guten Tag, Villager! Deine Handelsbereitschaft freut mich sehr."
sehr freundlich,"Hey, schön dich zu sehen! Bist du bereit für einen Handel?"
neutral,"Hallo, wie geht es dir?"
neutral,Kannst du mir bei etwas helfen?
neutral,Was ist deine Lieblingsbeschäftigung hier?
neutral,Hast du schon lange in diesem Dorf gelebt?
neutral,Gibt es hier in der Nähe einen Händler?
neutral,Welche Materialien sind hier besonders gefragt?
neutral,Hast du schon mal gegen Monster gekämpft?
neutral,Bist du mit den anderen Dorfbewohnern befreundet?
neutral,Wie findest du das Wetter heute?
neutral,Hast du schon von der Legende des verlorenen Schatzes gehört?
neutral,Kannst du mir einen guten Angelplatz empfehlen?
neutral,Welche Pflanzen wachsen hier besonders gut?
neutral,Hast du schon mal ein seltenes Tier gesehen?
neutral,Welche Geräusche hörst du am liebsten in der Nacht?
neutral,Wie oft bekommst du Besuch von Reisenden?
neutral,Hast du eine Lieblingsspeise?
neutral,"Magst du es, wenn die Dorfbewohner Feste feiern?"
neutral,Kannst du mir den Weg zum nächsten Tempel zeigen?
neutral,Hast du Geschwister?
neutral,Was denkst du über die Bauern hier im Dorf?
neutral,"Hast du einen Geheimtipp, wo man die besten Fische fangen kann?"
neutral,Wie würdest du das Leben hier im Dorf beschreiben?
neutral,Bist du oft draußen unterwegs?
neutral,Was ist dein liebstes Baumaterial?
neutral,Hast du schon mal einen Meteoriten gesehen?
unfreundlich,"Hey {P4}, deine Trades sind absolut lächerlich!"
unfreundlich,"Mach schon, {P7}, und zeig mir deine Waren!"
unfreundlich,"Warum bist du so langsam, {P13}?"
unfreundlich,"Hey {P10}, deine Preise sind viel zu hoch!"
unfreundlich,"Zeig mir endlich deine besten Angebote, {P2}!"
unfreundlich,"Ich habe keine Zeit für deine Spielchen, {P12}!"
unfreundlich,"Hey {P1}, beeil dich mit den Trades!"
unfreundlich,"Du bist wirklich unfähig, {P9}!"
unfreundlich,"Was soll der Mist, {P8}?"
unfreundlich,"Ich will nicht warten, {P6}!"
unfreundlich,"Du bist ein richtiger {P5}, {P11}!"
unfreundlich,"Hey {P3}, deine Waren interessieren mich nicht."
unfreundlich,"Ich bin genervt von dir, {P4}!"
unfreundlich,"{P7}, du bist echt nutzlos!"
unfreundlich,"Zeig mir endlich was du kannst, {P2}!"
unfreundlich,"Hey {P10}, deine Auswahl ist armselig!"
unfreundlich,"Warum machst du alles so kompliziert, {P1}?"
unfreundlich,"Deine Preise sind eine Frechheit, {P9}!"
unfreundlich,"{P8}, du verschwendest meine Zeit!"
unfreundlich,"{P6}, beeil dich gefälligst!"
unfreundlich,"Ich habe genug von dir, {P12}!"
unfreundlich,"Hey {P3}, du bist ein Versager!"
unfreundlich,"{P5}, deine Trades sind ein Witz!"
unfreundlich,"{P11}, du machst mich wahnsinnig!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schönen guten Tag, hast du neue Angebote für mich?"
sehr freundlich,"Freut mich, dich zu sehen! Was bietest du heute an?"
sehr freundlich,"Hallo! Ich hoffe, du hast gute Geschäfte für mich."
sehr freundlich,Guten Morgen! Bist du bereit für Handel?
